good article click::good article click
rapid web development::rapid web development
web development environment::web development environment
environment for python::environment for python
python server pages::python server pages
pages and oracle::pages and oracle
oracle technology network::oracle technology network
technology network oracle::technology network oracle
network oracle retrieved::network oracle retrieved
decimal data type::decimal data type
python web server::python web server
cpython byte code::cpython byte code
comparison between cpython::comparison between cpython
cpython and pypy::cpython and pypy
stm with threads::stm with threads
application-level stackless features::application-level stackless features
features — pypy::features — pypy
pypy 2.0.2 documentation::pypy 2.0.2 documentation
plans for optimizing::plans for optimizing
google project hosting::google project hosting
project hosting google::project hosting google
stochastic geometry jump::stochastic geometry jump
performance of python::performance of python
non-numeric scientific code::non-numeric scientific code
scientific code european::scientific code european
code european conference::code european conference
python in science::python in science
barry ; hylton::barry ; hylton
jeremy ; goodger::jeremy ; goodger
purpose and guidelines::purpose and guidelines
brett " guido::brett " guido
python is developed::python is developed
python.org python software::python.org python software
developer s guide::developer s guide
stability & change::stability & change
aahz ; baxter::aahz ; baxter
bug fix releases::bug fix releases
guide python software::guide python software
python v2.7.3 documentation::python v2.7.3 documentation
v2.7.3 documentation docs.python.org::v2.7.3 documentation docs.python.org
documentation docs.python.org retrieved::documentation docs.python.org retrieved
whetting your appetite::whetting your appetite
stack overflow stack::stack overflow stack
overflow stack exchange::overflow stack exchange
bibliography of lutz::bibliography of lutz
lutz prechelt retrieved::lutz prechelt retrieved
quotes about python::quotes about python
organizations using python::organizations using python
grail of programming::grail of programming
python streamlines space::python streamlines space
streamlines space shuttle::streamlines space shuttle
space shuttle mission::space shuttle mission
shuttle mission design::shuttle mission design
light & magic::light & magic
runs on python::runs on python
slithers into systems::slithers into systems
eweek.com ziff davis::eweek.com ziff davis
ziff davis holdings::ziff davis holdings
davis holdings retrieved::davis holdings retrieved
statistics and market::statistics and market
share of python::share of python
python for websites::python for websites
python for scientific::python for scientific
computing in science::computing in science
science and engineering::science and engineering
jarrod ; aivazis::jarrod ; aivazis
python for scientists::python for scientists
scientists and engineers::scientists and engineers
installers for gimp::installers for gimp
gimp for windows::gimp for windows
frequently asked questions::frequently asked questions
started with writing::started with writing
writing geoprocessing scripts::writing geoprocessing scripts
environmental systems research::environmental systems research
systems research institute::systems research institute
eve community dev::eve community dev
community dev blogs::community dev blogs
dev blogs ccp::dev blogs ccp
blogs ccp games::blogs ccp games
core the programming::core the programming
stackless python jump::stackless python jump
modding sid meier::modding sid meier
meier s civilization::meier s civilization
civilization iv developer::civilization iv developer
developer blog firaxis::developer blog firaxis
blog firaxis games::blog firaxis games
firaxis games archived::firaxis games archived
created three levels::created three levels
levels of tools::levels of tools
level offers python::level offers python
python and xml::python and xml
manipulate the game::manipulate the game
python language guide::python language guide
google documents list::google documents list
documents list data::documents list data
list data api::list data api
data api v1.0::data api v1.0
api v1.0 google::api v1.0 google
v1.0 google archived::v1.0 google archived
python for artificial::python for artificial
upper saddle river::upper saddle river
isbn 978-0-13-604259-4 retrieved::isbn 978-0-13-604259-4 retrieved
natural language toolkit::natural language toolkit
knowing you re::knowing you re
sugar labs retrieved::sugar labs retrieved
features and fixes::features and fixes
libreoffice.org the document::libreoffice.org the document
gotchas for python::gotchas for python
boo.codehaus.org codehaus foundation::boo.codehaus.org codehaus foundation
codehaus foundation retrieved::codehaus foundation retrieved
charles " acknowledgements::charles " acknowledgements
cobra-language.com cobra language::cobra-language.com cobra language
cobra language retrieved::cobra language retrieved
charles " comparison::charles " comparison
comparison to python::comparison to python
iterators and generators::iterators and generators
thing for ocaml::thing for ocaml
institute of technology::institute of technology
creator of ruby::creator of ruby
swift programming language::swift programming language
basic language structure::basic language structure
people started contributing::people started contributing
contributing in earnest::contributing in earnest
apple developer tools::apple developer tools
developer tools group::developer tools group
andreas ; fellows::andreas ; fellows
tcl.tk tcl developer::tcl.tk tcl developer
tcl developer xchange::tcl developer xchange
developer xchange retrieved::developer xchange retrieved
index for march::index for march
tiobe software march::tiobe software march
isbn 978-0-521-72596-5 hamilton::isbn 978-0-521-72596-5 hamilton
a-z of programming::a-z of programming
oreilly media isbn::oreilly media isbn
isbn 978-0-596-15806-4 pilgrim::isbn 978-0-596-15806-4 pilgrim
dive into python::dive into python
python apress isbn::python apress isbn
isbn 978-1-59059-356-1 pilgrim::isbn 978-1-59059-356-1 pilgrim
isbn 978-1-4302-2415-0 summerfield::isbn 978-1-4302-2415-0 summerfield
programming in python::programming in python
addison-wesley professional isbn::addison-wesley professional isbn
isbn 978-0-321-68056-3 external::isbn 978-0-321-68056-3 external
978-0-321-68056-3 external links::978-0-321-68056-3 external links
wikipedia s sister::wikipedia s sister
sister projects search::sister projects search
projects search commons::projects search commons
search commons media::search commons media
media from commons::media from commons
commons search wikiquote::commons search wikiquote
search wikiquote quotations::search wikiquote quotations
quotations from wikiquote::quotations from wikiquote
wikiquote search wikibooks::wikiquote search wikibooks
search wikibooks textbooks::search wikibooks textbooks
textbooks from wikibooks::textbooks from wikibooks
wikibooks search wikiversity::wikibooks search wikiversity
search wikiversity learning::search wikiversity learning
wikiversity learning resources::wikiversity learning resources
resources from wikiversity::resources from wikiversity
wikiversity official website::wikiversity official website
official website python::official website python
newsgroup on usenet::newsgroup on usenet
alternative free web::alternative free web
free web access::free web access
access using google::access using google
blog by guido::blog by guido
python development list::python development list
development list python::development list python
python at dmoz::python at dmoz
python web application::python web application
open-source software categories::open-source software categories
class-based programming languagescross-platform::class-based programming languagescross-platform
programming languagescross-platform free::programming languagescross-platform free
languagescross-platform free softwaredutch::languagescross-platform free softwaredutch
softwaredutch inventionsdynamically typed::softwaredutch inventionsdynamically typed
inventionsdynamically typed programming::inventionsdynamically typed programming
typed programming languageshigh-level::typed programming languageshigh-level
programming languageshigh-level programming::programming languageshigh-level programming
languageshigh-level programming languagesobject-oriented::languageshigh-level programming languagesobject-oriented
programming languagesobject-oriented programming::programming languagesobject-oriented programming
languagesobject-oriented programming languagesprogramming::languagesobject-oriented programming languagesprogramming
programming languagesprogramming languages::programming languagesprogramming languages
languagesprogramming languages created::languagesprogramming languages created
scripting languagestext-oriented programming::scripting languagestext-oriented programming
languagestext-oriented programming languages::languagestext-oriented programming languages
programming languages navigation::programming languages navigation
languages navigation menu::languages navigation menu
navigation menu create::navigation menu create
menu create accountlog::menu create accountlog
create accountlog inarticletalkreadeditview::create accountlog inarticletalkreadeditview
accountlog inarticletalkreadeditview history::accountlog inarticletalkreadeditview history
inarticletalkreadeditview history main::inarticletalkreadeditview history main
history main page::history main page
main page contents::main page contents
page contents featured::page contents featured
contents featured content::contents featured content
featured content current::featured content current
content current events::content current events
current events random::current events random
events random article::events random article
random article donate::random article donate
donate to wikipedia::donate to wikipedia
wikipedia store interaction::wikipedia store interaction
wikipedia community portal::wikipedia community portal
community portal recent::community portal recent
recent changes contact::recent changes contact
contact page tools::contact page tools
tools what links::tools what links
links here related::links here related
upload file special::upload file special
file special pages::file special pages
special pages permanent::special pages permanent
pages permanent link::pages permanent link
permanent link page::permanent link page
link page information::link page information
page information wikidata::page information wikidata
information wikidata item::information wikidata item
wikidata item cite::wikidata item cite
cite this page::cite this page
page print create::page NN create
create a book::create a book
download as pdf::download as pdf
pdf printable version::pdf printable version
printable version languages::printable version languages
version languages afrikaans::version languages afrikaans
languages afrikaans alemannisch::languages afrikaans alemannisch
afrikaans alemannisch aragon::afrikaans alemannisch aragon
n-l â m-g::n-l â m-g
m-g ú bosanski::m-g ú bosanski
catal à cebuano::catal à cebuano
tina dansk deutsch::tina dansk deutsch
dansk deutsch eesti::dansk deutsch eesti
deutsch eesti espa::deutsch eesti espa
esperanto euskara fran::esperanto euskara fran
fran ç ais::fran ç ais
ais galego hrvatski::ais galego hrvatski
galego hrvatski bahasa::galego hrvatski bahasa
hrvatski bahasa indonesia::hrvatski bahasa indonesia
bahasa indonesia interlingua::bahasa indonesia interlingua
interlingua Í slenska::interlingua Í slenska
slenska italiano latina::slenska italiano latina
italiano latina latvie::italiano latina latvie
lietuvi lojban magyar::lietuvi lojban magyar
lojban magyar bahasa::lojban magyar bahasa
magyar bahasa melayu::magyar bahasa melayu
bahasa melayu nederlands::bahasa melayu nederlands
melayu nederlands norsk::melayu nederlands norsk
nederlands norsk bokm::nederlands norsk bokm
tsch polski portugu::tsch polski portugu
shqip simple english::shqip simple english
english sloven ina::english sloven ina
sloven š ina::sloven š ina
suomi svenska tagalog::suomi svenska tagalog
links this page::links this page
page was last::page was last
creative commons attribution-sharealike::creative commons attribution-sharealike
commons attribution-sharealike license::commons attribution-sharealike license
license ; additional::license ; additional
terms may apply::terms may apply
privacy policy wikipedia::privacy policy wikipedia
non-profit organization privacy::non-profit organization privacy
privacy policyabout wikipediadisclaimerscontact::privacy policyabout wikipediadisclaimerscontact
policyabout wikipediadisclaimerscontact wikipediadevelopersmobile::policyabout wikipediadisclaimerscontact wikipediadevelopersmobile
wikipediadisclaimerscontact wikipediadevelopersmobile viewwikimedia::wikipediadisclaimerscontact wikipediadevelopersmobile viewwikimedia
wikipediadevelopersmobile viewwikimedia foundation::wikipediadevelopersmobile viewwikimedia foundation
viewwikimedia foundation powered::viewwikimedia foundation powered
good article::good article
article click::article click
information python::information python
programming language::programming language
free encyclopedia::free encyclopedia
encyclopedia python::encyclopedia python
python python::python python
python logo::python logo
wordmark.svg paradigm::wordmark.svg paradigm
paradigm multi-paradigm::paradigm multi-paradigm
guido van::guido van
van rossum::van rossum
rossum developer::rossum developer
developer python::developer python
python software::python software
software foundation::software foundation
stable release::stable release
preview release::preview release
typing discipline::typing discipline
discipline duck::discipline duck
cross-platform license::cross-platform license
license python::license python
foundation license::foundation license
license filename::license filename
filename extensions::filename extensions
.pyw website::.pyw website
major implementations::major implementations
implementations cpython::implementations cpython
pypy dialects::pypy dialects
dialects cython::dialects cython
stackless python::stackless python
python influenced::python influenced
perl influenced::perl influenced
python programming::python programming
wikibooks python::wikibooks python
high-level programming::high-level programming
design philosophy::design philosophy
philosophy emphasizes::philosophy emphasizes
emphasizes code::emphasizes code
code readability::code readability
express concepts::express concepts
fewer lines::fewer lines
constructs intended::constructs intended
enable clear::enable clear
clear programs::clear programs
large scale::large scale
python supports::python supports
supports multiple::supports multiple
programming paradigms::programming paradigms
functional programming::functional programming
procedural styles::procedural styles
dynamic type::dynamic type
type system::type system
automatic memory::automatic memory
memory management::memory management
comprehensive standard::comprehensive standard
standard library::standard library
python interpreters::python interpreters
operating systems::operating systems
allowing python::allowing python
python code::python code
code execution::code execution
wide variety::wide variety
third-party tools::third-party tools
stand-alone executable::stand-alone executable
executable programs::executable programs
popular operating::popular operating
python-based software::python-based software
python interpreter::python interpreter
interpreter cpython::interpreter cpython
reference implementation::reference implementation
open-source software::open-source software
community-based development::community-based development
development model::development model
alternative implementations::alternative implementations
non-profit python::non-profit python
foundation contents::foundation contents
control flow::control flow
development environments::development environments
languages influenced::languages influenced
external links::external links
links history::links history
python main::python main
main article::main article
abc language::abc language
exception handling::exception handling
amoeba operating::amoeba operating
operating system::operating system
principal author::principal author
central role::central role
python community::python community
benevolent dictator::benevolent dictator
rossum wrote::rossum wrote
programming project::programming project
home computer::home computer
scripting language::scripting language
chose python::chose python
working title::working title
irreverent mood::irreverent mood
big fan::big fan
monty python::monty python
flying circus::flying circus
features including::features including
full garbage::full garbage
garbage collector::garbage collector
development process::development process
backwards-incompatible release::backwards-incompatible release
long period::long period
major features::major features
backwards-compatible python::backwards-compatible python
multi-paradigm programming::multi-paradigm programming
object-oriented programming::object-oriented programming
structured programming::structured programming
language features::language features
aspect-oriented programming::aspect-oriented programming
magic methods::magic methods
including design::including design
logic programming::logic programming
dynamic typing::dynamic typing
reference counting::reference counting
cycle-detecting garbage::cycle-detecting garbage
important feature::important feature
late binding::late binding
binds method::binds method
variable names::variable names
program execution::program execution
python offers::python offers
lisp tradition::lisp tradition
generator expressions::generator expressions
functional tools::functional tools
tools borrowed::tools borrowed
core philosophy::core philosophy
includes aphorisms::includes aphorisms
implicit simple::implicit simple
complex complex::complex complex
complicated readability::complicated readability
readability counts::readability counts
desired functionality::desired functionality
highly extensible::highly extensible
extensible python::extensible python
existing applications::existing applications
programmable interface::programmable interface
small core::small core
core language::core language
large standard::large standard
extensible interpreter::extensible interpreter
opposite mindset::opposite mindset
offering choice::offering choice
coding methodology::coding methodology
python philosophy::python philosophy
philosophy rejects::philosophy rejects
rejects exuberant::rejects exuberant
exuberant syntax::exuberant syntax
less-cluttered grammar::less-cluttered grammar
alex martelli::alex martelli
martelli put::martelli put
python culture::python culture
language design::language design
developers strive::developers strive
avoid premature::avoid premature
premature optimization::premature optimization
reject patches::reject patches
non-critical parts::non-critical parts
marginal increase::marginal increase
python programmers::python programmers
just-in-time compiler::just-in-time compiler
time-critical functions::time-critical functions
extension modules::extension modules
modules written::modules written
python script::python script
level api::level api
api calls::api calls
important goal::important goal
python developers::python developers
making python::making python
python fun::python fun
playful approach::playful approach
reference materials::reference materials
standard foo::standard foo
common neologism::common neologism
wide range::wide range
meanings related::meanings related
program style::program style
python idioms::python idioms
shows fluency::shows fluency
minimalist philosophy::minimalist philosophy
rough transcription::rough transcription
python syntax::python syntax
semantics python::semantics python
readable language::readable language
english keywords::english keywords
smaller number::smaller number
syntactic exceptions::syntactic exceptions
special cases::special cases
indentation python::indentation python
whitespace indentation::whitespace indentation
curly braces::curly braces
delimit blocks::delimit blocks
off-side rule::off-side rule
indentation signifies::indentation signifies
current block::current block
statements include::statements include
iterable object::iterable object
local variable::local variable
attached block::attached block
exceptions raised::exceptions raised
attached code::attached code
code block::code block
clean-up code::clean-up code
finally block::finally block
block exits::block exits
class statement::class statement
local namespace::local namespace
def statement::def statement
context manager::context manager
raii-like behavior::raii-like behavior
pass statement::pass statement
empty code::empty code
assert statement::assert statement
yield statement::yield statement
generator function::generator function
implement coroutines::implement coroutines
import statement::import statement
import modules::import modules
current program::current program
print statement::print statement
tail-call optimization::tail-call optimization
first-class continuations::first-class continuations
coroutine-like functionality::coroutine-like functionality
extending python::extending python
lazy iterators::lazy iterators
pass information::pass information
multiple stack::multiple stack
stack levels::stack levels
python expressions::python expressions
division differs::division differs
value comparisons::value comparisons
object identities::object identities
boolean operators::boolean operators
expression termed::expression termed
list comprehension::list comprehension
comprehension python::comprehension python
extended list::extended list
list comprehensions::list comprehensions
general expression::general expression
generator expression::generator expression
anonymous functions::anonymous functions
lambda expressions::lambda expressions
single expression::single expression
conditional expressions::conditional expressions
python makes::python makes
tuples lists::tuples lists
dictionary keys::dictionary keys
contexts tuples::contexts tuples
left side::left side
equal sign::equal sign
variables python::variables python
string format::string format
functions analogous::functions analogous
printf format::printf format
format strings::format strings
blah bar::blah bar
str class::str class
string literals::string literals
strings delimited::strings delimited
double quotation::double quotation
quotation marks::quotation marks
unix shells::unix shells
perl-influenced languages::perl-influenced languages
single quotation::single quotation
marks function::marks function
function identically::function identically
escape character::escape character
implicit string::implicit string
string interpolation::string interpolation
triple-quoted strings::triple-quoted strings
span multiple::span multiple
multiple lines::multiple lines
ruby raw::ruby raw
raw string::raw string
string varieties::string varieties
escape sequences::escape sequences
raw strings::raw strings
literal backslashes::literal backslashes
regular expressions::regular expressions
windows-style paths::windows-style paths
paths compare::paths compare
slice expressions::slice expressions
negative indexes::negative indexes
end slices::end slices
start index::start index
stop index::stop index
slice parameter::slice parameter
reversed slice::reversed slice
slice indexes::slice indexes
entire list::entire list
shallow copy::shallow copy
common lisp::common lisp
built-in functions::built-in functions
statements statements::statements statements
assignment statement::assignment statement
form part::form part
conditional expression::conditional expression
conditional statement::conditional statement
assignment operator::assignment operator
equality operator::equality operator
syntax error::syntax error
python methods::python methods
functions attached::functions attached
syntax instance.method::syntax instance.method
normal methods::normal methods
syntactic sugar::syntactic sugar
access instance::access instance
instance data::instance data
programming languages::programming languages
typed objects::typed objects
names type::names type
type constraints::type constraints
suitable type::suitable type
forbidding operations::forbidding operations
make sense::make sense
metaclass type::metaclass type
allowing metaprogramming::allowing metaprogramming
old-style classes::old-style classes
classes new-style::classes new-style
class object::class object
new-style classes::new-style classes
classes inherit::classes inherit
built-in types::built-in types
types type::types type
type description::type description
description syntax::description syntax
character string::character string
immutable sequence::immutable sequence
unicode codepoints::unicode codepoints
codepoints wikipedia::codepoints wikipedia
spanning multiple::spanning multiple
mutable sequence::mutable sequence
bytes bytearray::bytes bytearray
bsome ascii::bsome ascii
bytes bsome::bytes bsome
mutable list::mutable list
mixed types::mixed types
frozenset unordered::frozenset unordered
mutable associative::mutable associative
associative array::associative array
value pairs::value pairs
hashable type::hashable type
immutable integer::immutable integer
unlimited magnitude::unlimited magnitude
immutable floating::immutable floating
floating point::floating point
point number::point number
system-defined precision::system-defined precision
immutable complex::immutable complex
complex number::complex number
imaginary parts::imaginary parts
immutable boolean::immutable boolean
boolean value::boolean value
value true::value true
true false::true false
false ellipsis::false ellipsis
ellipsis placeholder::ellipsis placeholder
numpy arrays::numpy arrays
arithmetic operators::arithmetic operators
multiply operator::multiply operator
division behavior::division behavior
integer division::integer division
point division::point division
division rounds::division rounds
floor division::floor division
__future__ import::__future__ import
import division::import division
python terms::python terms
classic division::classic division
real division::real division
adds consistency::adds consistency
negative values::negative values
equation means::equation means
half-open interval::half-open interval
positive integer::positive integer
round function::round function
rounding floats::rounding floats
integers versions::integers versions
module decimal::module decimal
exact numerical::exact numerical
numerical representation::numerical representation
rounding modes::rounding modes
modes python::modes python
boolean expressions::boolean expressions
multiple equality::multiple equality
equality relations::equality relations
general usage::general usage
c-derived languages::c-derived languages
languages interpret::languages interpret
page needed::page needed
extensive mathematics::extensive mathematics
scientific scripting::scientific scripting
data processing::data processing
manipulation libraries::manipulation libraries
greatest strengths::greatest strengths
providing tools::providing tools
tools suited::tools suited
batteries included::batteries included
internet-facing applications::internet-facing applications
large number::large number
standard formats::standard formats
supported modules::supported modules
graphical user::graphical user
user interfaces::user interfaces
relational databases::relational databases
pseudorandom number::pseudorandom number
number generators::number generators
arbitrary precision::arbitrary precision
precision decimals::precision decimals
doing unit::doing unit
unit testing::unit testing
wsgi implementation::wsgi implementation
implementation wsgiref::implementation wsgiref
internal documentation::internal documentation
test suite::test suite
cross-platform python::cross-platform python
run python::run python
embed python::embed python
application blender::application blender
python package::python package
package index::package index
official repository::official repository
third-party software::third-party software
packages offering::packages offering
web frameworks::web frameworks
communications test::communications test
test frameworks::test frameworks
web scraping::web scraping
documentation tools::documentation tools
system administration::system administration
administration scientific::administration scientific
scientific computing::scientific computing
text processing::text processing
image processing::image processing
processing development::processing development
integrated development::integrated development
python implementations::python implementations
including cpython::including cpython
command line::command line
line interpreter::line interpreter
user enters::user enters
enters statements::enters statements
python acts::python acts
shells add::shells add
add capabilities::add capabilities
basic interpreter::basic interpreter
including idle::including idle
visual style::visual style
python shell::python shell
implement features::implement features
session state::session state
syntax highlighting::syntax highlighting
desktop python::desktop python
python ides::python ides
browser-based ides::browser-based ides
developing science::developing science
math-related python::math-related python
python programs::python programs
browser-based ide::browser-based ide
hosting environment::hosting environment
pythonanywhere implementations::pythonanywhere implementations
main python::main python
python implementation::python implementation
named cpython::named cpython
c89 standard::c89 standard
compiles python::compiles python
intermediate bytecode::intermediate bytecode
virtual machine::virtual machine
library written::library written
including microsoft::including microsoft
microsoft windows::microsoft windows
modern unix-like::modern unix-like
unix-like systems::unix-like systems
systems cpython::systems cpython
compiler brings::compiler brings
significant speed::significant speed
speed improvement::speed improvement
version taking::version taking
taking advantage::taking advantage
multi-core processors::multi-core processors
transactional memory::transactional memory
significant fork::significant fork
implements microthreads::implements microthreads
memory stack::memory stack
concurrent programs::concurrent programs
programs pypy::programs pypy
stackless version::stackless version
just-in-time compilers::just-in-time compilers
unladen swallow::unladen swallow
multithreading ability::multithreading ability
transforms bytecode::transforms bytecode
machine code::machine code
produced code::produced code
data types::data types
standard python::standard python
nokia released::nokia released
mobile phones::mobile phones
cpython implementations::cpython implementations
additional modules::additional modules
symbian operating::symbian operating
s60 platform::s60 platform
party modules::party modules
nokia n900::nokia n900
supports python::supports python
gtk widget::gtk widget
widget libraries::widget libraries
high-level object::high-level object
object languages::object languages
unrestricted python::unrestricted python
restricted subset::restricted subset
source language::source language
jython compiles::jython compiles
java byte::java byte
byte code::byte code
machine implementation::machine implementation
java class::java class
class library::class library
library functions::library functions
python program::python program
program ironpython::program ironpython
similar approach::similar approach
.net common::.net common
common language::common language
language runtime::language runtime
rpython language::rpython language
java bytecode::java bytecode
common intermediate::common intermediate
intermediate language::intermediate language
pypy interpreter::pypy interpreter
pyjamas compiles::pyjamas compiles
javascript shed::javascript shed
shed skin::shed skin
skin compiles::skin compiles
pyrex compile::pyrex compile
performance comparison::performance comparison
euroscipy 13::euroscipy 13
python enhancement::python enhancement
enhancement proposal::enhancement proposal
pep process::pep process
primary mechanism::primary mechanism
collecting community::collecting community
community input::community input
design decisions::design decisions
outstanding peps::outstanding peps
python project::python project
cpython reference::cpython reference
mailing list::mailing list
list python-dev::list python-dev
primary forum::primary forum
specific issues::specific issues
roundup bug::roundup bug
bug tracker::bug tracker
tracker maintained::tracker maintained
development takes::development takes
takes place::takes place
self-hosted source::self-hosted source
source code::source code
code repository::code repository
repository running::repository running
running mercurial::running mercurial
public releases::public releases
version number::version number
backwards-incompatible versions::backwards-incompatible versions
manually ported::manually ported
first part::first part
releases happen::releases happen
major version::major version
final part::final part
sufficient number::sufficient number
fixed upstream::fixed upstream
last release::last release
months security::months security
security vulnerabilities::security vulnerabilities
bugfix releases::bugfix releases
final release::final release
rough schedule::rough schedule
development team::development team
team monitor::team monitor
large unit::large unit
unit test::unit test
continuous integration::continuous integration
integration system::integration system
software modules::software modules
third-party libraries::third-party libraries
major academic::major academic
academic conference::academic conference
special mentoring::special mentoring
mentoring programmes::mentoring programmes
pyladies naming::pyladies naming
television series::television series
series monty::series monty
python references::python references
metasyntactic variables::metasyntactic variables
python literature::python literature
traditional foo::traditional foo
official python::official python
python documentation::python documentation
obscure monty::obscure monty
prefix py::prefix py-
python examples::python examples
python applications::python applications
libraries include::libraries include
include pygame::include pygame
create games::create games
symbian s60::symbian s60
s60 operating::s60 operating
popular programming::popular programming
tiobe programming::tiobe programming
programming community::programming community
community index::community index
popular language::popular language
grammatical syntax::grammatical syntax
empirical study::empirical study
study found::study found
scripting languages::scripting languages
conventional languages::conventional languages
programming problem::programming problem
problem involving::problem involving
involving string::involving string
string manipulation::string manipulation
dictionary memory::dictionary memory
memory consumption::memory consumption
large organizations::large organizations
python include::python include
include google::include google
web applications::web applications
apache web::apache web
web server::web server
server gateway::server gateway
gateway interface::gateway interface
standard api::standard api
applications web::applications web
web application::web application
application frameworks::application frameworks
zope support::zope support
support developers::support developers
complex applications::complex applications
applications pyjamas::applications pyjamas
ajax-based applications::ajax-based applications
applications sqlalchemy::applications sqlalchemy
relational database::relational database
database twisted::database twisted
program communications::program communications
dropbox libraries::dropbox libraries
specialized libraries::specialized libraries
astropy providing::astropy providing
domain-specific functionality::domain-specific functionality
functionality sage::functionality sage
mathematical software::mathematical software
library covers::library covers
including algebra::including algebra
numerical mathematics::numerical mathematics
number theory::number theory
calculus python::calculus python
software products::software products
finite element::finite element
element method::element method
method software::method software
parametric modeler::parametric modeler
animation packages::animation packages
visual effects::visual effects
effects compositor::effects compositor
compositor nuke::compositor nuke
imaging programs::imaging programs
paint shop::paint shop
shop pro::shop pro
musical notation::musical notation
notation program::notation program
scorewriter capella::scorewriter capella
capella gnu::capella gnu
gnu debugger::gnu debugger
pretty printer::pretty printer
complex structures::complex structures
containers esri::containers esri
esri promotes::esri promotes
promotes python::promotes python
writing scripts::writing scripts
video games::video games
google app::google app
app engine::app engine
artificial intelligence::artificial intelligence
intelligence tasks::intelligence tasks
module architecture::module architecture
simple syntax::simple syntax
rich text::rich text
processing tools::processing tools
natural language::natural language
language processing::language processing
processing tasks::processing tasks
systems include::systems include
include python::include python
standard component::standard component
language ships::language ships
linux distributions::linux distributions
installers written::installers written
ubiquity installer::ubiquity installer
red hat::red hat
hat linux::hat linux
anaconda installer::anaconda installer
gentoo linux::gentoo linux
package management::package management
management system::management system
portage python::portage python
information security::information security
security industry::security industry
exploit development::exploit development
sugar software::sugar software
sugar labs::sugar labs
single-board computer::single-board computer
computer project::computer project
adopted python::adopted python
principal user-programming::principal user-programming
user-programming language::user-programming language
language libreoffice::language libreoffice
libreoffice includes::libreoffice includes
includes python::includes python
replace java::replace java
python scripting::python scripting
scripting provider::scripting provider
core feature::core feature
similar syntax::similar syntax
similar object::similar object
object model::object model
static typing::static typing
optional duck::optional duck
duck typing::duck typing
.net framework::.net framework
syntax cobra::syntax cobra
document lists::document lists
lists python::lists python
unit tests::unit tests
optional static::optional static
ecmascript borrowed::ecmascript borrowed
borrowed iterators::borrowed iterators
development speed::development speed
dynamic language::dynamic language
python design::python design
optional syntax::optional syntax
whitespace thing::whitespace thing
yukihiro matsumoto::yukihiro matsumoto
inspired syntax::inspired syntax
syntax swift::syntax swift
language invented::language invented
python inspired::python inspired
development practices::development practices
document describing::document describing
issues surrounding::issues surrounding
influence python::influence python
year award::year award
greatest growth::greatest growth
tiobe index::tiobe index
portal icon::portal icon
free software::free software
software portal::software portal
portal portal::portal portal
icon python::icon python
programming portal::programming portal
portal comparison::portal comparison
rule languages::rule languages
indentation comparison::indentation comparison
languages list::languages list
languages lamp::languages lamp
software bundle::software bundle
foundation retrieved::foundation retrieved
python release::python release
release python::release python
type hinting::type hinting
first place::first place
general python::general python
python faq::python faq
faq python::faq python
amk.ca retrieved::amk.ca retrieved
nluug najaarsconferentie::nluug najaarsconferentie
dutch unix::dutch unix
unix users::unix users
users group::users group
python tutorial::python tutorial
tutorial python::tutorial python
class mechanisms::class mechanisms
mechanisms found::mechanisms found
method resolution::method resolution
resolution order::resolution order
people working::people working
paper intended::paper intended
lispers jump::lispers jump
programming howto::programming howto
documentation python::documentation python
magnus lie::magnus lie
simple generators::simple generators
enhancement proposals::enhancement proposals
proposals python::proposals python
flow tools::flow tools
python influences::python influences
tha nature::tha nature
speaking javascript::speaking javascript
javascript retrieved::javascript retrieved
created julia::created julia
julia website::julia website
website february::website february
practical jruby::practical jruby
rails web::rails web
bringing ruby::bringing ruby
java platform::java platform
platform berkeley::platform berkeley
chris lattner::chris lattner
lattner retrieved::lattner retrieved
swift language::swift language
tireless effort::tireless effort
language experts::language experts
documentation gurus::documentation gurus
compiler optimization::compiler optimization
optimization ninjas::optimization ninjas
important internal::important internal
internal dogfooding::internal dogfooding
dogfooding group::dogfooding group
battle-test ideas::battle-test ideas
drawing ideas::drawing ideas
tiobe software::tiobe software
software index::software index
index python::index python
language trends::language trends
redmonk programming::redmonk programming
language rankings::language rankings
mark rapid::mark rapid
rapid gui::rapid gui
gui programming::gui programming
expressive language::expressive language
equivalent application::equivalent application
application written::application written
java jump::java jump
code complete::code complete
python book::python book
beginning python::beginning python
advanced python::advanced python
python exercises::python exercises
asynchronous processing::asynchronous processing
zip files::zip files
pyinstaller home::pyinstaller home
home page::home page
artima developer::artima developer
developer artima::developer artima
artima retrieved::artima retrieved
python google::python google
google retrieved::google retrieved
range literals::range literals
programming python::programming python
cain gang::cain gang
python metaclasses::python metaclasses
special method::special method
method names::method names
python language::python language
language reference::language reference
reference python::reference python
method preconditions::method preconditions
method postconditions::method postconditions
class invariants::class invariants
functions creating::functions creating
creating iterators::creating iterators
efficient looping::efficient looping
docs.python.org retrieved::docs.python.org retrieved
python cookbook::python cookbook
powerful force::powerful force
idiomatic python::idiomatic python
good language::good language
beginning programmers::beginning programmers
secnetix.de retrieved::secnetix.de retrieved
computer games::computer games
tail recursion::tail recursion
recursion elimination::recursion elimination
neopythonic.blogspot.be retrieved::neopythonic.blogspot.be retrieved
solving puzzles::solving puzzles
artima forums::artima forums
forums artima::forums artima
enhanced generators::enhanced generators
python.org retrieved::python.org retrieved
